"ORIGIN_AIRPORT_ID","DEST_AIRPORT_ID",
10397,15016,
10397,14683,
10397,12448,
10397,12266,
10397,15304,
10397,11292,
10397,14869,
10397,12889,
10397,14679,
10397,12451,
10397,10821,
10397,13487,
10397,14747,
10397,14057,
10397,10140,
10397,13931,
10397,13244,
10397,12339,
10397,13495,
10397,11298,
10397,12953,
10397,12892,
10397,11697,
10397,10721,
10397,14107,
10397,11252,
10397,14771,
10397,10423,
10397,11481,
10397,14986,
10397,15376,
10397,13198,
10397,11278,
10397,12478,
10397,14635,
10397,13204,
10397,11042,
10397,11433,
10397,10257,
10397,13303,
10397,15016,
10397,10713,
10397,14683,
10397,12266,
10397,11618,
10397,11540,
10397,15304,
10397,14869,
10397,12451,
10397,10821,
10397,13487,
10397,11884,
10397,10620,
10397,13931,
10397,13244,
10397,12339,
10397,14492,
10397,13495,
10397,14122,
10397,11298,
10397,12953,
10397,10849,
10397,10721,
10397,11252,
10397,10423,
10397,14986,
10397,13198,
10397,11278,
10397,12478,
10397,13204,
10397,11986,
10397,14747,
10397,15304,
10397,14107,
10397,12478,
10397,13204,
10397,14869,
10397,12264,
10397,14107,
10397,12478,
10397,11433,
10397,11193,
10397,13930,
10397,11066,
10397,11618,
10397,13891,
10397,14262,
10397,14893,
10397,15304,
10397,11292,
10397,14869,
10397,12889,
10397,14679,
10397,12451,
10397,10821,
10397,13487,
10397,14747,
10397,14057,
10397,13931,
10397,10599,
10397,14492,
10397,13495,
10397,14122,
10397,10693,
10397,12953,
10397,12892,
10397,11697,
10397,14843,
10397,11252,
10397,14771,
10397,14986,
10397,14730,
10397,12478,
10397,14193,
10397,13204,
10397,10994,
10397,14027,
10397,14524,
10397,14321,
10397,11193,
10397,10792,
10397,13930,
10397,15016,
10397,12266,
10397,11066,
10397,11618,
10397,15624,
10397,13871,
10397,10821,
10397,11996,
10397,15096,
10397,13342,
10397,11057,
10397,13577,
10397,13931,
10397,13244,
10397,12339,
10397,10599,
10397,11259,
10397,14492,
10397,12191,
10397,14100,
10397,13495,
10397,14122,
10397,12264,
10397,10529,
10397,10693,
10397,15249,
10397,11252,
10397,11481,
10397,10868,
10397,14730,
10397,14193,
10397,10994,
10397,14524,
10397,14576,
10397,13851,
10397,14685,
10397,12992,
10397,13360,
10397,11433,
10397,13487,
10397,12892,
10397,15304,
10397,14869,
10397,13487,
10397,12173,
10397,12892,
10397,11697,
10397,14107,
10397,12478,
10397,14635,
10397,13204,
10397,15304,
10397,14869,
10397,12889,
10397,12451,
10397,13487,
10397,11697,
10397,13204,
10397,10693,
10397,11433,
10397,13303,
10397,12451,
10397,13487,
10397,15153,
10397,11057,
10397,13244,
10397,12339,
10397,14100,
10397,13495,
10397,12264,
10397,12197,
10397,14107,
10397,13204,
10397,13851,
10397,15412,
10397,13485,
10397,14492,
10397,15304,
10397,10185,
10397,15304,
10397,10693,
10397,15412,
10397,11953,
10397,14492,
10397,10216,
10397,15304,
10397,11618,
10397,11292,
10397,11618,
10397,13930,
10397,12266,
10397,11292,
10397,10257,
10397,10792,
10397,13303,
10397,13930,
10397,11618,
10397,11995,
10397,13871,
10397,11624,
10397,11996,
10397,11057,
10397,12339,
10397,14100,
10397,12264,
10397,12945,
10397,15249,
10397,13232,
10397,10868,
10397,14730,
10397,12124,
10397,10994,
10397,13930,
10397,11618,
10397,11996,
10397,12264,
10397,12945,
10397,10868,
10397,14730,
10397,12124,
10397,10994,
10397,11193,
10397,12320,
10397,10540,
10397,14683,
10397,11697,
10397,10721,
10397,12478,
10397,10721,
10397,12478,
10397,13204,
10397,11697,
10397,12478,
10397,13484,
10397,12266,
10397,12264,
10397,11298,
10397,12264,
10397,15016,
10397,14683,
10397,13871,
10397,15304,
10397,11292,
10397,12889,
10397,10821,
10397,13487,
10397,13244,
10397,12339,
10397,11259,
10397,14492,
10397,12191,
10397,14100,
10397,13495,
10397,10693,
10397,12953,
10397,11697,
10397,14107,
10397,10423,
10397,13232,
10397,14635,
10397,13204,
10397,14027,
10397,14524,
10397,12992,
10397,11042,
10397,15016,
10397,14683,
10397,11066,
10397,13871,
10397,15304,
10397,11292,
10397,12889,
10397,12451,
10397,10821,
10397,11996,
10397,13342,
10397,13244,
10397,12339,
10397,11259,
10397,14492,
10397,12191,
10397,14100,
10397,13495,
10397,14122,
10397,12264,
10397,10693,
10397,12953,
10397,11697,
10397,14107,
10397,10423,
10397,13232,
10397,13198,
10397,11278,
10397,14635,
10397,13204,
10397,14027,
10397,14524,
10397,14730,
10397,13851,
10397,12992,
10397,13930,
10397,12266,
10397,11292,
10397,12266,
10397,13303,
10397,11057,
10397,11298,
10397,14107,
10397,13303,
10397,11057,
10397,11298,
10397,11057,
10397,13303,
10397,13930,
10397,11057,
10397,10821,
10397,11193,
10397,13348,
10397,13930,
10397,12266,
10397,11292,
10397,12266,
10397,15249,
10397,11298,
10397,11057,
10397,11042,
10397,11433,
10397,12266,
10397,11618,
10397,15304,
10397,12889,
10397,10821,
10397,13487,
10397,14100,
10397,13495,
10397,11298,
10397,12892,
10397,11697,
10397,10721,
10397,13204,
10397,11697,
10397,11433,
10397,13930,
10397,11618,
10397,15304,
10397,12889,
10397,13487,
10397,14100,
10397,11298,
10397,12892,
10397,11697,
10397,11042,
10397,11433,
10397,12266,
10397,11618,
10397,15304,
10397,12889,
10397,10821,
10397,13495,
10397,12892,
10397,11697,
10397,13204,
10397,11193,
10397,12478,
10397,14512,
10397,11193,
10397,12478,
10397,14843,
10397,11292,
10397,13303,
10397,11292,
10397,12889,
10397,14100,
10397,12953,
10397,13303,
10397,11292,
10397,12889,
10397,14100,
10397,12953,
10397,13204,
10397,15356,
10397,12451,
10397,13244,
10397,12339,
10397,11150,
10397,11618,
10397,11995,
10397,13244,
10397,10194,
10397,15412,
10397,13244,
10397,10194,
10400,10792,
10400,13461,
10405,10551,
10405,12831,
10405,13770,
10405,10551,
10405,10551,
10405,10551,
10405,10551,
10405,12831,
10405,13770,
10405,12807,
10405,10551,
10405,12831,
10405,13770,
10405,10551,
10405,10551,
10405,12807,
10405,10551,
10405,12807,
10405,13770,
10408,13487,
10408,10397,
10408,11433,
10408,13487,
10408,11057,
10408,12889,
10408,14082,
10408,14761,
10408,12889,
10408,14082,
10408,10466,
10408,10693,
10408,14112,
10408,13930,
10408,11433,
10408,13487,
10408,13930,
10408,13342,
10408,13485,
10409,13930,
10409,11292,
10414,10721,
10416,11550,
10416,12769,
10416,15085,
10416,10551,
10416,11550,
10416,15085,
10416,10551,
10416,11550,
10416,13434,
10416,11550,
10416,11550,
10416,12807,
10416,15085,
10419,12945,
10423,14730,
10423,11298,
10423,14730,
10423,14716,
10423,15618,
10423,13898,
10423,14747,
10423,14747,
10423,14747,
10423,12266,
10423,13290,
10423,14679,
10423,14869,
10423,12892,
10423,11433,
10423,14869,
10423,13487,
10423,14747,
10423,10397,
10423,12892,
10423,10397,
10423,14869,
10423,10397,
10423,14869,
10423,11433,
10423,14869,
10423,12892,
10423,12478,
10423,13930,
10423,12266,
10423,11618,
10423,11292,
10423,12264,
10423,13930,
10423,12266,
10423,13930,
10423,12266,
10423,11618,
10423,11292,
10423,12264,
10423,14771,
10423,13303,
10423,13930,
10423,11618,
10423,12264,
10423,13930,
10423,11618,
10423,11540,
10423,13244,
10423,13244,
10423,12889,
10423,10140,
10423,11193,
10423,15412,
10423,13244,
10423,15016,
10423,11027,
10423,11834,
10423,12896,
10423,14122,
10423,10590,
10423,14814,
10423,11618,
10423,12892,
10423,11697,
10423,10721,
10423,12478,
10423,13204,
10423,10721,
10423,12478,
10423,12206,
10423,12266,
10423,12264,
10423,11298,
10423,15016,
10423,12954,
10423,11540,
10423,15304,
10423,11292,
10423,12889,
10423,13796,
10423,14679,
10423,10821,
10423,10140,
10423,11259,
10423,12191,
10423,13495,
10423,10693,
10423,10397,
10423,12892,
10423,14107,
10423,13232,
10423,13204,
10423,15016,
10423,12954,
10423,14893,
10423,11540,
10423,15304,
10423,11292,
10423,14869,
10423,12889,
10423,13796,
10423,14679,
10423,10821,
10423,10279,
10423,10140,
10423,12339,
10423,11259,
10423,14492,
10423,12191,
10423,13495,
10423,10693,
10423,10397,
10423,12892,
10423,14831,
10423,11697,
10423,14107,
10423,13232,
10423,13198,
10423,11278,
10423,13204,
10423,12206,
10423,13930,
10423,12266,
10423,11618,
10423,11292,
10423,12892,
10423,14831,
10423,14771,
10423,13930,
10423,12266,
10423,11618,
10423,11292,
10423,12266,
10423,12266,
10423,12266,
10423,13303,
10423,11298,
10423,14107,
10423,13930,
10423,11057,
10423,11298,
10423,14107,
10423,11298,
10423,12892,
10423,14107,
10423,13930,
10423,11057,
10423,14107,
10423,11298,
10423,13487,
10423,12892,
10423,14831,
10423,14771,
10423,11298,
10423,10529,
10423,12324,
10423,13930,
10423,11618,
10423,12889,
10423,10693,
10423,12892,
10423,11697,
10423,13204,
10423,11697,
10423,12889,
10423,12892,
10423,11697,
10423,13204,
10423,11193,
10423,12206,
10423,11298,
10423,11193,
10423,11292,
10423,12889,
10423,11292,
10423,13204,
10423,11292,
10423,12889,
10423,13204,
10423,14842,
10423,10194,
10423,10817,
10423,11540,
10423,13244,
10431,10397,
10431,10397,
10431,11057,
10431,14100,
10431,14761,
10431,11618,
10431,14082,
10431,10821,
10431,14761,
10431,12191,
10431,14112,
10431,11697,
10431,10721,
10431,14986,
10431,14027,
10431,15323,
10431,11973,
10431,11298,
10431,11057,
10431,11057,
10431,13930,
10431,12264,
10434,13930,
10434,11057,
10434,11057,
10434,13930,
10434,12264,
10466,13851,
10466,11193,
10466,10713,
10466,13367,
10466,11898,
10466,12889,
10466,13433,
10466,14489,
10466,14783,
10466,10666,
10466,11637,
10466,13829,
10466,14716,
10466,11193,
10466,10627,
10466,11823,
10466,10713,
10466,13367,
10466,14108,
10466,14905,
10466,14457,
10466,11898,
10466,13871,
10466,12889,
10466,13796,
10466,14314,
10466,10676,
10466,15008,
10466,11603,
10466,13433,
10466,11003,
10466,14489,
10466,14783,
10466,11921,
10466,12280,
10466,12003,
10466,14252,
10466,11980,
10466,10666,
10466,10408,
10466,11637,
10466,13486,
10466,14696,
10466,10620,
10466,14512,
10466,13829,
10466,10849,
10466,11648,
10466,12278,
10466,15919,
10466,11775,
10466,11423,
10466,11986,
10466,14716,
10466,14107,
10466,10185,
10466,11540,
10466,10747,
10466,11292,
10466,12889,
10466,14679,
10466,13487,
10466,10590,
10466,12892,
10466,10185,
10466,11540,
10466,15570,
10466,11292,
10466,12889,
10466,14679,
10466,13303,
10466,10185,
10466,11540,
10466,14679,
10466,10590,
10466,14570,
10469,11433,
10469,11433,
10469,13487,
10469,13930,
10469,13930,
10472,11615,
10519,11697,
10519,12197,
10519,15167,
10519,13898,
10519,15447,
10519,11697,
10519,12197,
10519,12197,
10529,11433,
10529,11433,
10529,13487,
10529,11618,
10529,11996,
10529,10721,
10529,14730,
10529,11042,
10529,10257,
10529,14696,
10529,14512,
10529,14100,
10529,14307,
10529,11433,
10529,11618,
10529,13230,
10529,12055,
10529,14730,
10529,11193,
10529,14771,
10529,10194,
10529,10397,
10529,10397,
10529,11193,
10529,13230,
10529,14576,
10529,11292,
10529,13303,
10529,13930,
10529,11057,
10529,14100,
10529,15412,
10529,13930,
10529,11618,
10529,10868,
10529,13871,
10529,13342,
10529,12339,
10529,10529,
10529,15304,
10529,12889,
10529,12892,
10529,11697,
10529,14843,
10529,14771,
10529,14635,
10529,13204,
10529,14027,
10529,15304,
10529,13204,
10529,14027,
10529,11697,
10529,14027,
10529,12264,
10529,12264,
10529,15304,
10529,10821,
10529,13232,
10529,13204,
10529,15016,
10529,15304,
10529,10821,
10529,13232,
10529,14635,
10529,13204,
10529,13930,
10529,11292,
10529,13303,
10529,11057,
10529,11298,
10529,11057,
10529,11057,
10529,13930,
10529,13930,
10529,12882,
10529,14843,
10529,14027,
10529,13930,
10529,11057,
10529,14100,
10529,14100,
10529,14321,
10529,15304,
10529,11697,
10529,14635,
10529,13204,
10529,11697,
10529,15304,
10529,13204,
10529,13204,
10529,13204,
10529,13204,
10529,11618,
10529,13244,
10529,13296,
10529,10535,
10529,13244,
10529,13244,
10529,12339,
10535,11842,
10535,13898,
10540,11057,
10540,14100,
10540,10721,
10540,13232,
10540,13204,
10540,12197,
10540,13461,
10540,11433,
10540,11618,
10540,10990,
10540,15096,
10540,13244,
10540,14100,
10540,12264,
10540,12197,
10540,14730,
10540,11618,
10540,11618,
10540,12441,
10540,10529,
10551,12737,
10551,10299,
10551,10551,
10551,11227,
10551,12831,
10551,13770,
10551,10241,
10551,11952,
10551,14130,
10551,12855,
10551,14282,
10551,13894,
10551,15798,
10551,15257,
10551,15282,
10551,12709,
10551,12779,
10551,10405,
10551,14627,
10551,13369,
10551,11492,
10551,14234,
10551,15862,
10551,12853,
10551,12851,
10551,12708,
